Section,Question,Answer
Digital Banking,What is a one-time password for banking?,An OTP is a temporary 4–6 digit code sent to your phone to confirm a transaction or login attempt. It expires in 60–300 seconds and can't be reused.
Loans & Interest,What is a loan?,A loan is money you borrow from a bank and agree to pay back over time with interest.
Loans & Interest,What is a home loan?,A home loan is money borrowed from a bank to buy or build a house. You repay it in monthly instalments over 10–30 years.
Loans & Interest,What is a personal loan?,"A personal loan is an unsecured loan you can use for any purpose — medical bills, travel, wedding, or home repair. No collateral is needed."
Loans & Interest,What is a car loan?,"A car loan is taken to buy a vehicle. The car itself acts as security. You repay it in EMIs, usually over 3–7 years."
Loans & Interest,What is a gold loan?,A gold loan is where you pledge your gold jewellery or coins at the bank and get cash in return. It's quick and doesn't need a credit score.
Loans & Interest,What is an education loan?,An education loan helps students fund their higher education in India or abroad. Repayment usually begins 6–12 months after getting a job.
Loans & Interest,What is a business loan?,A business loan provides working capital or funds for business expansion. It can be secured or unsecured depending on the lender.
Loans & Interest,What is a crop loan?,"A crop loan (Kisan Credit Card) is a short-term loan for farmers to buy seeds, fertilizers, and equipment for their agricultural activities."
Loans & Interest,What is collateral?,"Collateral is an asset you offer the bank as security for a loan — like your house, car, or gold. If you don't repay, the bank can take it."
Loans & Interest,What is an EMI?,"EMI stands for Equated Monthly Instalment. It's the fixed amount you pay every month to repay your loan, combining principal and interest."
Loans & Interest,What is a credit score?,A credit score is a number between 300 and 900 that shows how reliable you are as a borrower. A score above 750 is considered good.
Loans & Interest,What is CIBIL score?,"CIBIL score is a credit score by TransUnion CIBIL, the most commonly used credit bureau in India. Lenders check it before approving loans."
Loans & Interest,How can I improve my credit score?,"Pay your EMIs and credit card bills on time, avoid applying for too many loans at once, and keep your credit utilisation below 30%."
Loans & Interest,What is a default on a loan?,Defaulting means failing to repay a loan as agreed. It damages your credit score and the bank can take legal action or seize your collateral.
Loans & Interest,What is a repo rate?,"Repo rate is the rate at which RBI lends money to banks. When RBI raises it, banks also raise their lending rates, making loans costlier."
Loans & Interest,What is reverse repo rate?,Reverse repo rate is the rate at which RBI borrows money from banks. It's used to control excess liquidity in the banking system.
Loans & Interest,What is the base rate?,The base rate is the minimum rate banks can lend at. It was replaced by MCLR in 2016 to make loan interest rates more transparent.
Loans & Interest,What is MCLR?,MCLR is Marginal Cost of Funds based Lending Rate — the minimum interest rate below which a bank cannot lend. It adjusts monthly.
Loans & Interest,What is simple interest?,"Simple interest is calculated only on the original amount. For example, 10% simple interest on ₹10,000 gives ₹1,000 per year."
Loans & Interest,What is compound interest?,Compound interest is calculated on the original amount plus previously earned interest. Your money grows faster with compounding.
Loans & Interest,What is a loan tenure?,Loan tenure is the total time you have to repay the loan. Longer tenures mean smaller EMIs but more total interest paid.
Loans & Interest,What is a loan sanction letter?,"A loan sanction letter is an official document from the bank confirming your loan is approved, with details of the amount, interest rate, and repayment terms."
Loans & Interest,What is a loan disbursement?,Loan disbursement is when the bank actually transfers the approved loan money to your account or directly to the seller (in case of home or car loans).
Loans & Interest,What is a loan statement?,"A loan statement shows your outstanding principal, interest paid, EMIs paid so far, and the remaining schedule of payments."
